predictions,gts,ids
left,left,"""training_data/easy/boards/boards2614/step_0.png"""
left,left,"""training_data/easy/boards/boards2614/step_1.png"""
left,up,"""training_data/easy/boards/boards2614/step_2.png"""
left,up,"""training_data/easy/boards/boards2614/step_3.png"""
left,left,"""training_data/easy/boards/boards2614/step_4.png"""
left,left,"""training_data/easy/boards/boards2614/step_5.png"""
left,left,"""training_data/easy/boards/boards2614/step_6.png"""
left,left,"""training_data/easy/boards/boards2614/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2614/step_8.png"""
left,left,"""training_data/easy/boards/boards537/step_0.png"""
left,up,"""training_data/easy/boards/boards537/step_1.png"""
left,left,"""training_data/easy/boards/boards537/step_2.png"""
left,up,"""training_data/easy/boards/boards537/step_3.png"""
left,left,"""training_data/easy/boards/boards537/step_4.png"""
left,left,"""training_data/easy/boards/boards537/step_5.png"""
left,left,"""training_data/easy/boards/boards537/step_6.png"""
grip,grip,"""training_data/easy/boards/boards537/step_7.png"""
right,right,"""training_data/easy/boards/boards3112/step_0.png"""
right,right,"""training_data/easy/boards/boards3112/step_1.png"""
right,right,"""training_data/easy/boards/boards3112/step_2.png"""
up,up,"""training_data/easy/boards/boards3112/step_3.png"""
up,up,"""training_data/easy/boards/boards3112/step_4.png"""
right,right,"""training_data/easy/boards/boards3112/step_5.png"""
grip,grip,"""training_data/easy/boards/boards3112/step_6.png"""
right,right,"""training_data/easy/boards/boards2842/step_0.png"""
right,right,"""training_data/easy/boards/boards2842/step_1.png"""
grip,grip,"""training_data/easy/boards/boards2842/step_2.png"""
down,down,"""training_data/easy/boards/boards3285/step_0.png"""
down,down,"""training_data/easy/boards/boards3285/step_1.png"""
down,down,"""training_data/easy/boards/boards3285/step_2.png"""
down,down,"""training_data/easy/boards/boards3285/step_3.png"""
down,right,"""training_data/easy/boards/boards3285/step_4.png"""
down,down,"""training_data/easy/boards/boards3285/step_5.png"""
down,down,"""training_data/easy/boards/boards3285/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3285/step_7.png"""
down,down,"""training_data/easy/boards/boards3141/step_0.png"""
down,down,"""training_data/easy/boards/boards3141/step_1.png"""
right,right,"""training_data/easy/boards/boards3141/step_2.png"""
down,down,"""training_data/easy/boards/boards3141/step_3.png"""
grip,grip,"""training_data/easy/boards/boards3141/step_4.png"""
right,right,"""training_data/easy/boards/boards446/step_0.png"""
right,up,"""training_data/easy/boards/boards446/step_1.png"""
right,right,"""training_data/easy/boards/boards446/step_2.png"""
right,up,"""training_data/easy/boards/boards446/step_3.png"""
right,up,"""training_data/easy/boards/boards446/step_4.png"""
right,right,"""training_data/easy/boards/boards446/step_5.png"""
right,right,"""training_data/easy/boards/boards446/step_6.png"""
right,right,"""training_data/easy/boards/boards446/step_7.png"""
up right,up,"""training_data/easy/boards/boards446/step_8.png"""
right,up,"""training_data/easy/boards/boards446/step_9.png"""
right,right,"""training_data/easy/boards/boards446/step_10.png"""
right,right,"""training_data/easy/boards/boards446/step_11.png"""
up,up,"""training_data/easy/boards/boards446/step_12.png"""
grip,grip,"""training_data/easy/boards/boards446/step_13.png"""
up,up,"""training_data/easy/boards/boards2794/step_0.png"""
right,right,"""training_data/easy/boards/boards2794/step_1.png"""
right,right,"""training_data/easy/boards/boards2794/step_2.png"""
grip,grip,"""training_data/easy/boards/boards2794/step_3.png"""
right,right,"""training_data/easy/boards/boards3503/step_0.png"""
right,right,"""training_data/easy/boards/boards3503/step_1.png"""
up,right,"""training_data/easy/boards/boards3503/step_2.png"""
up,right,"""training_data/easy/boards/boards3503/step_3.png"""
up,up,"""training_data/easy/boards/boards3503/step_4.png"""
up,up,"""training_data/easy/boards/boards3503/step_5.png"""
up,up,"""training_data/easy/boards/boards3503/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3503/step_7.png"""
left,left,"""training_data/easy/boards/boards2348/step_0.png"""
down,down,"""training_data/easy/boards/boards2348/step_1.png"""
left,left,"""training_data/easy/boards/boards2348/step_2.png"""
grip,grip,"""training_data/easy/boards/boards2348/step_3.png"""
up,up,"""training_data/easy/boards/boards3237/step_0.png"""
up,up,"""training_data/easy/boards/boards3237/step_1.png"""
grip,grip,"""training_data/easy/boards/boards3237/step_2.png"""
up,up,"""training_data/easy/boards/boards2147/step_0.png"""
up,left,"""training_data/easy/boards/boards2147/step_1.png"""
up,left,"""training_data/easy/boards/boards2147/step_2.png"""
up,up,"""training_data/easy/boards/boards2147/step_3.png"""
up,up,"""training_data/easy/boards/boards2147/step_4.png"""
up,left,"""training_data/easy/boards/boards2147/step_5.png"""
up,up,"""training_data/easy/boards/boards2147/step_6.png"""
grip,grip,"""training_data/easy/boards/boards2147/step_7.png"""
right,right,"""training_data/easy/boards/boards3478/step_0.png"""
right,right,"""training_data/easy/boards/boards3478/step_1.png"""
right up right right,right,"""training_data/easy/boards/boards3478/step_2.png"""
right,up,"""training_data/easy/boards/boards3478/step_3.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3478/step_4.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3478/step_5.png"""
right,right,"""training_data/easy/boards/boards3478/step_6.png"""
right,right,"""training_data/easy/boards/boards3478/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3478/step_8.png"""
up,up,"""training_data/easy/boards/boards2655/step_0.png"""
up,left,"""training_data/easy/boards/boards2655/step_1.png"""
up,up,"""training_data/easy/boards/boards2655/step_2.png"""
up,up,"""training_data/easy/boards/boards2655/step_3.png"""
up,left,"""training_data/easy/boards/boards2655/step_4.png"""
up,left,"""training_data/easy/boards/boards2655/step_5.png"""
up,up,"""training_data/easy/boards/boards2655/step_6.png"""
up,up,"""training_data/easy/boards/boards2655/step_7.png"""
left,left,"""training_data/easy/boards/boards2655/step_8.png"""
grip,grip,"""training_data/easy/boards/boards2655/step_9.png"""
left,left,"""training_data/easy/boards/boards2413/step_0.png"""
left,left,"""training_data/easy/boards/boards2413/step_1.png"""
left,left,"""training_data/easy/boards/boards2413/step_2.png"""
left,left,"""training_data/easy/boards/boards2413/step_3.png"""
up left,left,"""training_data/easy/boards/boards2413/step_4.png"""
up,left,"""training_data/easy/boards/boards2413/step_5.png"""
up,left,"""training_data/easy/boards/boards2413/step_6.png"""
up,up,"""training_data/easy/boards/boards2413/step_7.png"""
up,up,"""training_data/easy/boards/boards2413/step_8.png"""
grip,grip,"""training_data/easy/boards/boards2413/step_9.png"""
up,up,"""training_data/easy/boards/boards1531/step_0.png"""
up,up,"""training_data/easy/boards/boards1531/step_1.png"""
up,up,"""training_data/easy/boards/boards1531/step_2.png"""
up,left,"""training_data/easy/boards/boards1531/step_3.png"""
up,up,"""training_data/easy/boards/boards1531/step_4.png"""
up,up,"""training_data/easy/boards/boards1531/step_5.png"""
up,up,"""training_data/easy/boards/boards1531/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1531/step_7.png"""
up,left,"""training_data/easy/boards/boards1440/step_0.png"""
up,up,"""training_data/easy/boards/boards1440/step_1.png"""
up,up,"""training_data/easy/boards/boards1440/step_2.png"""
up,up,"""training_data/easy/boards/boards1440/step_3.png"""
grip,grip,"""training_data/easy/boards/boards1440/step_4.png"""
left,left,"""training_data/easy/boards/boards3131/step_0.png"""
up left,up,"""training_data/easy/boards/boards3131/step_1.png"""
left,up,"""training_data/easy/boards/boards3131/step_2.png"""
left,left,"""training_data/easy/boards/boards3131/step_3.png"""
left,left,"""training_data/easy/boards/boards3131/step_4.png"""
up left,left,"""training_data/easy/boards/boards3131/step_5.png"""
up left,up,"""training_data/easy/boards/boards3131/step_6.png"""
up left,up,"""training_data/easy/boards/boards3131/step_7.png"""
left,up,"""training_data/easy/boards/boards3131/step_8.png"""
left,up,"""training_data/easy/boards/boards3131/step_9.png"""
left,left,"""training_data/easy/boards/boards3131/step_10.png"""
left,left,"""training_data/easy/boards/boards3131/step_11.png"""
left,left,"""training_data/easy/boards/boards3131/step_12.png"""
grip,grip,"""training_data/easy/boards/boards3131/step_13.png"""
up,up,"""training_data/easy/boards/boards3030/step_0.png"""
grip,grip,"""training_data/easy/boards/boards3030/step_1.png"""
right,right,"""training_data/easy/boards/boards2372/step_0.png"""
right,up,"""training_data/easy/boards/boards2372/step_1.png"""
right,right,"""training_data/easy/boards/boards2372/step_2.png"""
right,right,"""training_data/easy/boards/boards2372/step_3.png"""
right,right,"""training_data/easy/boards/boards2372/step_4.png"""
up,up,"""training_data/easy/boards/boards2372/step_5.png"""
up,up,"""training_data/easy/boards/boards2372/step_6.png"""
right,right,"""training_data/easy/boards/boards2372/step_7.png"""
grip,grip,"""training_data/easy/boards/boards2372/step_8.png"""
left,left,"""training_data/easy/boards/boards347/step_0.png"""
up,left,"""training_data/easy/boards/boards347/step_1.png"""
left,up,"""training_data/easy/boards/boards347/step_2.png"""
left,left,"""training_data/easy/boards/boards347/step_3.png"""
left,left,"""training_data/easy/boards/boards347/step_4.png"""
up,up,"""training_data/easy/boards/boards347/step_5.png"""
left,left,"""training_data/easy/boards/boards347/step_6.png"""
grip,grip,"""training_data/easy/boards/boards347/step_7.png"""
right,right,"""training_data/easy/boards/boards1564/step_0.png"""
right,right,"""training_data/easy/boards/boards1564/step_1.png"""
right,right,"""training_data/easy/boards/boards1564/step_2.png"""
right,right,"""training_data/easy/boards/boards1564/step_3.png"""
right,right,"""training_data/easy/boards/boards1564/step_4.png"""
up,right,"""training_data/easy/boards/boards1564/step_5.png"""
up,up,"""training_data/easy/boards/boards1564/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1564/step_7.png"""
up,up,"""training_data/easy/boards/boards892/step_0.png"""
up,up,"""training_data/easy/boards/boards892/step_1.png"""
up,up,"""training_data/easy/boards/boards892/step_2.png"""
up,up,"""training_data/easy/boards/boards892/step_3.png"""
left,left,"""training_data/easy/boards/boards892/step_4.png"""
grip,grip,"""training_data/easy/boards/boards892/step_5.png"""
left,left,"""training_data/easy/boards/boards2792/step_0.png"""
left,left,"""training_data/easy/boards/boards2792/step_1.png"""
grip,grip,"""training_data/easy/boards/boards2792/step_2.png"""
down,down,"""training_data/easy/boards/boards1994/step_0.png"""
down,down,"""training_data/easy/boards/boards1994/step_1.png"""
down,left,"""training_data/easy/boards/boards1994/step_2.png"""
down,down,"""training_data/easy/boards/boards1994/step_3.png"""
down,left,"""training_data/easy/boards/boards1994/step_4.png"""
down,down,"""training_data/easy/boards/boards1994/step_5.png"""
down,down,"""training_data/easy/boards/boards1994/step_6.png"""
down,left,"""training_data/easy/boards/boards1994/step_7.png"""
down,down,"""training_data/easy/boards/boards1994/step_8.png"""
grip,grip,"""training_data/easy/boards/boards1994/step_9.png"""
up,up,"""training_data/easy/boards/boards811/step_0.png"""
up left,left,"""training_data/easy/boards/boards811/step_1.png"""
up left,left,"""training_data/easy/boards/boards811/step_2.png"""
up left,left,"""training_data/easy/boards/boards811/step_3.png"""
up,left,"""training_data/easy/boards/boards811/step_4.png"""
up,up,"""training_data/easy/boards/boards811/step_5.png"""
up,up,"""training_data/easy/boards/boards811/step_6.png"""
up,up,"""training_data/easy/boards/boards811/step_7.png"""
up,up,"""training_data/easy/boards/boards811/step_8.png"""
left,left,"""training_data/easy/boards/boards811/step_9.png"""
grip,grip,"""training_data/easy/boards/boards811/step_10.png"""
down,down,"""training_data/easy/boards/boards63/step_0.png"""
down,down,"""training_data/easy/boards/boards63/step_1.png"""
down,down,"""training_data/easy/boards/boards63/step_2.png"""
down,down,"""training_data/easy/boards/boards63/step_3.png"""
grip,grip,"""training_data/easy/boards/boards63/step_4.png"""
down,down,"""training_data/easy/boards/boards11/step_0.png"""
down,down,"""training_data/easy/boards/boards11/step_1.png"""
down,down,"""training_data/easy/boards/boards11/step_2.png"""
down,down,"""training_data/easy/boards/boards11/step_3.png"""
down,down,"""training_data/easy/boards/boards11/step_4.png"""
down,down,"""training_data/easy/boards/boards11/step_5.png"""
down,down,"""training_data/easy/boards/boards11/step_6.png"""
left,left,"""training_data/easy/boards/boards11/step_7.png"""
grip,grip,"""training_data/easy/boards/boards11/step_8.png"""
down,down,"""training_data/easy/boards/boards3289/step_0.png"""
down,down,"""training_data/easy/boards/boards3289/step_1.png"""
down,down,"""training_data/easy/boards/boards3289/step_2.png"""
down,down,"""training_data/easy/boards/boards3289/step_3.png"""
down,down,"""training_data/easy/boards/boards3289/step_4.png"""
down,down,"""training_data/easy/boards/boards3289/step_5.png"""
down,down,"""training_data/easy/boards/boards3289/step_6.png"""
grip,grip,"""training_data/easy/boards/boards3289/step_7.png"""
left down,left,"""training_data/easy/boards/boards3359/step_0.png"""
left,down,"""training_data/easy/boards/boards3359/step_1.png"""
left,down,"""training_data/easy/boards/boards3359/step_2.png"""
left down,left,"""training_data/easy/boards/boards3359/step_3.png"""
left down left,down,"""training_data/easy/boards/boards3359/step_4.png"""
left down left,left,"""training_data/easy/boards/boards3359/step_5.png"""
left down left,down,"""training_data/easy/boards/boards3359/step_6.png"""
left down left,left,"""training_data/easy/boards/boards3359/step_7.png"""
left down left,left,"""training_data/easy/boards/boards3359/step_8.png"""
left,left,"""training_data/easy/boards/boards3359/step_9.png"""
down,left,"""training_data/easy/boards/boards3359/step_10.png"""
down,down,"""training_data/easy/boards/boards3359/step_11.png"""
grip,grip,"""training_data/easy/boards/boards3359/step_12.png"""
down,down,"""training_data/easy/boards/boards3432/step_0.png"""
down,left,"""training_data/easy/boards/boards3432/step_1.png"""
down,down,"""training_data/easy/boards/boards3432/step_2.png"""
down,left,"""training_data/easy/boards/boards3432/step_3.png"""
down,down,"""training_data/easy/boards/boards3432/step_4.png"""
down,down,"""training_data/easy/boards/boards3432/step_5.png"""
down,left,"""training_data/easy/boards/boards3432/step_6.png"""
down,down,"""training_data/easy/boards/boards3432/step_7.png"""
down,down,"""training_data/easy/boards/boards3432/step_8.png"""
down,down,"""training_data/easy/boards/boards3432/step_9.png"""
grip,grip,"""training_data/easy/boards/boards3432/step_10.png"""
right,right,"""training_data/easy/boards/boards1954/step_0.png"""
right,down,"""training_data/easy/boards/boards1954/step_1.png"""
down right,right,"""training_data/easy/boards/boards1954/step_2.png"""
right,down,"""training_data/easy/boards/boards1954/step_3.png"""
down right,right,"""training_data/easy/boards/boards1954/step_4.png"""
down right,down,"""training_data/easy/boards/boards1954/step_5.png"""
down right,right,"""training_data/easy/boards/boards1954/step_6.png"""
down,down,"""training_data/easy/boards/boards1954/step_7.png"""
down right,down,"""training_data/easy/boards/boards1954/step_8.png"""
right,right,"""training_data/easy/boards/boards1954/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1954/step_10.png"""
down right,down,"""training_data/easy/boards/boards3246/step_0.png"""
right,right,"""training_data/easy/boards/boards3246/step_1.png"""
down right,right,"""training_data/easy/boards/boards3246/step_2.png"""
down right,right,"""training_data/easy/boards/boards3246/step_3.png"""
down right,down,"""training_data/easy/boards/boards3246/step_4.png"""
down right,down,"""training_data/easy/boards/boards3246/step_5.png"""
down right,right,"""training_data/easy/boards/boards3246/step_6.png"""
down right,right,"""training_data/easy/boards/boards3246/step_7.png"""
down,down,"""training_data/easy/boards/boards3246/step_8.png"""
down,down,"""training_data/easy/boards/boards3246/step_9.png"""
down,down,"""training_data/easy/boards/boards3246/step_10.png"""
down right,right,"""training_data/easy/boards/boards3246/step_11.png"""
down,down,"""training_data/easy/boards/boards3246/step_12.png"""
grip,grip,"""training_data/easy/boards/boards3246/step_13.png"""
right,up,"""training_data/easy/boards/boards772/step_0.png"""
right,right,"""training_data/easy/boards/boards772/step_1.png"""
right,right,"""training_data/easy/boards/boards772/step_2.png"""
right,up,"""training_data/easy/boards/boards772/step_3.png"""
right,right,"""training_data/easy/boards/boards772/step_4.png"""
right,right,"""training_data/easy/boards/boards772/step_5.png"""
grip,grip,"""training_data/easy/boards/boards772/step_6.png"""
left,left,"""training_data/easy/boards/boards149/step_0.png"""
left down,down,"""training_data/easy/boards/boards149/step_1.png"""
down left,left,"""training_data/easy/boards/boards149/step_2.png"""
left down,left,"""training_data/easy/boards/boards149/step_3.png"""
down,down,"""training_data/easy/boards/boards149/step_4.png"""
left down,down,"""training_data/easy/boards/boards149/step_5.png"""
left,left,"""training_data/easy/boards/boards149/step_6.png"""
down left,down,"""training_data/easy/boards/boards149/step_7.png"""
down left,down,"""training_data/easy/boards/boards149/step_8.png"""
left down left,left,"""training_data/easy/boards/boards149/step_9.png"""
down left,down,"""training_data/easy/boards/boards149/step_10.png"""
left,left,"""training_data/easy/boards/boards149/step_11.png"""
grip,grip,"""training_data/easy/boards/boards149/step_12.png"""
down,down,"""training_data/easy/boards/boards2821/step_0.png"""
down,down,"""training_data/easy/boards/boards2821/step_1.png"""
down,down,"""training_data/easy/boards/boards2821/step_2.png"""
down,down,"""training_data/easy/boards/boards2821/step_3.png"""
down,down,"""training_data/easy/boards/boards2821/step_4.png"""
down,down,"""training_data/easy/boards/boards2821/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2821/step_6.png"""
right,up,"""training_data/easy/boards/boards1172/step_0.png"""
right,right,"""training_data/easy/boards/boards1172/step_1.png"""
right,up,"""training_data/easy/boards/boards1172/step_2.png"""
right,right,"""training_data/easy/boards/boards1172/step_3.png"""
right,right,"""training_data/easy/boards/boards1172/step_4.png"""
right,right,"""training_data/easy/boards/boards1172/step_5.png"""
up,right,"""training_data/easy/boards/boards1172/step_6.png"""
up,up,"""training_data/easy/boards/boards1172/step_7.png"""
up,right,"""training_data/easy/boards/boards1172/step_8.png"""
up,up,"""training_data/easy/boards/boards1172/step_9.png"""
grip,grip,"""training_data/easy/boards/boards1172/step_10.png"""
up,right,"""training_data/easy/boards/boards3119/step_0.png"""
up,up,"""training_data/easy/boards/boards3119/step_1.png"""
up,up,"""training_data/easy/boards/boards3119/step_2.png"""
grip,grip,"""training_data/easy/boards/boards3119/step_3.png"""
up,up,"""training_data/easy/boards/boards3386/step_0.png"""
up,left,"""training_data/easy/boards/boards3386/step_1.png"""
up,up,"""training_data/easy/boards/boards3386/step_2.png"""
up,up,"""training_data/easy/boards/boards3386/step_3.png"""
grip,grip,"""training_data/easy/boards/boards3386/step_4.png"""
right,right,"""training_data/easy/boards/boards109/step_0.png"""
right,down,"""training_data/easy/boards/boards109/step_1.png"""
right,right,"""training_data/easy/boards/boards109/step_2.png"""
right,right,"""training_data/easy/boards/boards109/step_3.png"""
down,down,"""training_data/easy/boards/boards109/step_4.png"""
grip,grip,"""training_data/easy/boards/boards109/step_5.png"""
down right,right,"""training_data/easy/boards/boards2556/step_0.png"""
down right,right,"""training_data/easy/boards/boards2556/step_1.png"""
right,down,"""training_data/easy/boards/boards2556/step_2.png"""
down right,right,"""training_data/easy/boards/boards2556/step_3.png"""
down right,down,"""training_data/easy/boards/boards2556/step_4.png"""
down right,right,"""training_data/easy/boards/boards2556/step_5.png"""
down right,right,"""training_data/easy/boards/boards2556/step_6.png"""
down right,right,"""training_data/easy/boards/boards2556/step_7.png"""
down right,down,"""training_data/easy/boards/boards2556/step_8.png"""
down,down,"""training_data/easy/boards/boards2556/step_9.png"""
down right,down,"""training_data/easy/boards/boards2556/step_10.png"""
down,right,"""training_data/easy/boards/boards2556/step_11.png"""
down,down,"""training_data/easy/boards/boards2556/step_12.png"""
down,down,"""training_data/easy/boards/boards2556/step_13.png"""
grip,grip,"""training_data/easy/boards/boards2556/step_14.png"""
right,right,"""training_data/easy/boards/boards52/step_0.png"""
right,right,"""training_data/easy/boards/boards52/step_1.png"""
right,right,"""training_data/easy/boards/boards52/step_2.png"""
right,up,"""training_data/easy/boards/boards52/step_3.png"""
right,up,"""training_data/easy/boards/boards52/step_4.png"""
right,right,"""training_data/easy/boards/boards52/step_5.png"""
right,right,"""training_data/easy/boards/boards52/step_6.png"""
right,right,"""training_data/easy/boards/boards52/step_7.png"""
grip,grip,"""training_data/easy/boards/boards52/step_8.png"""
right,right,"""training_data/easy/boards/boards2734/step_0.png"""
right,right,"""training_data/easy/boards/boards2734/step_1.png"""
right,down,"""training_data/easy/boards/boards2734/step_2.png"""
right,down,"""training_data/easy/boards/boards2734/step_3.png"""
right,down,"""training_data/easy/boards/boards2734/step_4.png"""
right down,down,"""training_data/easy/boards/boards2734/step_5.png"""
right,right,"""training_data/easy/boards/boards2734/step_6.png"""
right down right,down,"""training_data/easy/boards/boards2734/step_7.png"""
right,right,"""training_data/easy/boards/boards2734/step_8.png"""
right,right,"""training_data/easy/boards/boards2734/step_9.png"""
grip,grip,"""training_data/easy/boards/boards2734/step_10.png"""
left,left,"""training_data/easy/boards/boards227/step_0.png"""
left down,left,"""training_data/easy/boards/boards227/step_1.png"""
left,left,"""training_data/easy/boards/boards227/step_2.png"""
left,down,"""training_data/easy/boards/boards227/step_3.png"""
down,down,"""training_data/easy/boards/boards227/step_4.png"""
left,left,"""training_data/easy/boards/boards227/step_5.png"""
down,down,"""training_data/easy/boards/boards227/step_6.png"""
grip,grip,"""training_data/easy/boards/boards227/step_7.png"""
left,up,"""training_data/easy/boards/boards3483/step_0.png"""
left,up,"""training_data/easy/boards/boards3483/step_1.png"""
left,up,"""training_data/easy/boards/boards3483/step_2.png"""
left,left,"""training_data/easy/boards/boards3483/step_3.png"""
left,left,"""training_data/easy/boards/boards3483/step_4.png"""
left,left,"""training_data/easy/boards/boards3483/step_5.png"""
left,left,"""training_data/easy/boards/boards3483/step_6.png"""
left,up,"""training_data/easy/boards/boards3483/step_7.png"""
left,left,"""training_data/easy/boards/boards3483/step_8.png"""
grip,grip,"""training_data/easy/boards/boards3483/step_9.png"""
up,left,"""training_data/easy/boards/boards1639/step_0.png"""
up,up,"""training_data/easy/boards/boards1639/step_1.png"""
up,up,"""training_data/easy/boards/boards1639/step_2.png"""
up,left,"""training_data/easy/boards/boards1639/step_3.png"""
up,up,"""training_data/easy/boards/boards1639/step_4.png"""
up,up,"""training_data/easy/boards/boards1639/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1639/step_6.png"""
right,right,"""training_data/easy/boards/boards1186/step_0.png"""
right,down,"""training_data/easy/boards/boards1186/step_1.png"""
right,right,"""training_data/easy/boards/boards1186/step_2.png"""
right right down right,right,"""training_data/easy/boards/boards1186/step_3.png"""
right right down right,right,"""training_data/easy/boards/boards1186/step_4.png"""
right down right,right,"""training_data/easy/boards/boards1186/step_5.png"""
right down right,down,"""training_data/easy/boards/boards1186/step_6.png"""
right,right,"""training_data/easy/boards/boards1186/step_7.png"""
grip,grip,"""training_data/easy/boards/boards1186/step_8.png"""
right,right,"""training_data/easy/boards/boards3374/step_0.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,down,"""training_data/easy/boards/boards3374/step_1.png"""
right,right,"""training_data/easy/boards/boards3374/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3374/step_3.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,down,"""training_data/easy/boards/boards3374/step_4.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3374/step_5.png"""
right,right,"""training_data/easy/boards/boards3374/step_6.png"""
right,right,"""training_data/easy/boards/boards3374/step_7.png"""
grip,grip,"""training_data/easy/boards/boards3374/step_8.png"""
left,down,"""training_data/easy/boards/boards2857/step_0.png"""
left down,left,"""training_data/easy/boards/boards2857/step_1.png"""
left,down,"""training_data/easy/boards/boards2857/step_2.png"""
left down left,left,"""training_data/easy/boards/boards2857/step_3.png"""
left down,left,"""training_data/easy/boards/boards2857/step_4.png"""
left,left,"""training_data/easy/boards/boards2857/step_5.png"""
left down,left,"""training_data/easy/boards/boards2857/step_6.png"""
down left,left,"""training_data/easy/boards/boards2857/step_7.png"""
down left,down,"""training_data/easy/boards/boards2857/step_8.png"""
down left,down,"""training_data/easy/boards/boards2857/step_9.png"""
left down,left,"""training_data/easy/boards/boards2857/step_10.png"""
down,down,"""training_data/easy/boards/boards2857/step_11.png"""
grip,grip,"""training_data/easy/boards/boards2857/step_12.png"""
right,down,"""training_data/easy/boards/boards2265/step_0.png"""
right,right,"""training_data/easy/boards/boards2265/step_1.png"""
right,right,"""training_data/easy/boards/boards2265/step_2.png"""
right down down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right down right,right,"""training_data/easy/boards/boards2265/step_3.png"""
right down,right,"""training_data/easy/boards/boards2265/step_4.png"""
down,down,"""training_data/easy/boards/boards2265/step_5.png"""
grip,grip,"""training_data/easy/boards/boards2265/step_6.png"""
left,left,"""training_data/easy/boards/boards1752/step_0.png"""
left,left,"""training_data/easy/boards/boards1752/step_1.png"""
grip,grip,"""training_data/easy/boards/boards1752/step_2.png"""
right,up,"""training_data/easy/boards/boards1811/step_0.png"""
right,right,"""training_data/easy/boards/boards1811/step_1.png"""
right,right,"""training_data/easy/boards/boards1811/step_2.png"""
right,right,"""training_data/easy/boards/boards1811/step_3.png"""
right,right,"""training_data/easy/boards/boards1811/step_4.png"""
right,right,"""training_data/easy/boards/boards1811/step_5.png"""
grip,grip,"""training_data/easy/boards/boards1811/step_6.png"""
right,right,"""training_data/easy/boards/boards2495/step_0.png"""
right,up,"""training_data/easy/boards/boards2495/step_1.png"""
right,right,"""training_data/easy/boards/boards2495/step_2.png"""
right,right,"""training_data/easy/boards/boards2495/step_3.png"""
right,up,"""training_data/easy/boards/boards2495/step_4.png"""
right,up,"""training_data/easy/boards/boards2495/step_5.png"""
right,right,"""training_data/easy/boards/boards2495/step_6.png"""
right,right,"""training_data/easy/boards/boards2495/step_7.png"""
right,up,"""training_data/easy/boards/boards2495/step_8.png"""
right,right,"""training_data/easy/boards/boards2495/step_9.png"""
grip,grip,"""training_data/easy/boards/boards2495/step_10.png"""
down,left,"""training_data/easy/boards/boards1622/step_0.png"""
down,down,"""training_data/easy/boards/boards1622/step_1.png"""
down,left,"""training_data/easy/boards/boards1622/step_2.png"""
down,down,"""training_data/easy/boards/boards1622/step_3.png"""
down,left,"""training_data/easy/boards/boards1622/step_4.png"""
down,down,"""training_data/easy/boards/boards1622/step_5.png"""
down,down,"""training_data/easy/boards/boards1622/step_6.png"""
grip,grip,"""training_data/easy/boards/boards1622/step_7.png"""
down,down,"""training_data/easy/boards/boards2973/step_0.png"""
grip,grip,"""training_data/easy/boards/boards2973/step_1.png"""
left,left,"""training_data/easy/boards/boards1098/step_0.png"""
grip,grip,"""training_data/easy/boards/boards1098/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3302/step_0.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3302/step_1.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3302/step_2.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3302/step_3.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3302/step_4.png"""
right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right right,right,"""training_data/easy/boards/boards3302/step_5.png"""
right,right,"""training_data/easy/boards/boards3302/step_6.png"""
down,down,"""training_data/easy/boards/boards3302/step_7.png"""
